date,quarter,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,department_sweing,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,month
01/01/2015,1,-0.333333333,0,-0.557086614,,-0.326086957,0,0,0,0,-0.333333333,-0.901635113,False,False,False,True,False,False,1
01/01/2015,1,0.16666666666666666,0.5,-0.608267717,,-0.543478261,0,0,0,0,-0.541666667,-1.163338526,False,False,False,True,False,False,1
01/01/2015,1,-0.333333333,-1,0.4148622047244095,861,0.5869565217391305,0,0,0,0,0.5416666666666666,-1.261111062,True,False,False,True,False,False,1
01/01/2015,1,0.8333333333333334,-0.5,-0.546751969,,-0.456521739,0,0,0,0,-0.458333333,-1.685495012,False,False,False,True,False,False,1
03/01/2015,1,-0.333333333,0.5,-0.546751969,,0.4782608695652174,0,0,0,0,-0.291666667,1.0737500203930694,False,True,False,False,False,False,1
03/01/2015,1,0.8333333333333334,0,-0.608267717,,0.30434782608695654,0,0,0,0,-0.354166667,1.0730285433649078,False,True,False,False,False,False,1
03/01/2015,1,0.5,0.5,-0.546751969,,-0.543478261,0,0,0,0,-0.541666667,0.9149373602437093,False,True,False,False,False,False,1
03/01/2015,1,-0.5,0,-0.557086614,,-0.434782609,0,0,0,0,-0.541666667,0.8599570706764313,False,True,False,False,False,False,1
03/01/2015,1,-0.833333333,0.5,-0.557086614,,-0.543478261,0,0,0,0,-0.541666667,0.6480936578970351,False,True,False,False,False,False,1
03/01/2015,1,-0.833333333,0.5,0.6309055118110235,772,0.42391304347826086,1,0,0,0,0.46875,0.136997318,True,True,False,False,False,False,1
03/01/2015,1,-0.5,0.5,0.6309055118110235,913,0.4673913043478261,1,0,0,0,0.4270833333333333,0.13498487802033898,True,True,False,False,False,False,1
03/01/2015,1,0.3333333333333333,0.5,0.5364173228346457,1261,0.5652173913043478,1,0,0,0,0.5208333333333334,0.13496341215822635,True,True,False,False,False,False,1
03/01/2015,1,1,0.5,0.5364173228346457,844,0.5652173913043478,1.26,0,0,0,0.5208333333333334,0.13496341215822635,True,True,False,False,False,False,1
03/01/2015,1,0.8333333333333334,0.5,-0.179625984,1005,0.5652173913043478,1,0,0,0,-0.09375,0.13455652104033136,True,True,False,False,False,False,1
03/01/2015,1,-0.166666667,0.5,-0.179625984,659,0.5652173913043478,1,0,0,0,-0.052083333,0.13411320497514712,True,True,False,False,False,False,1
03/01/2015,1,0,0.5,0.5236220472440944,1152,0.5,1,0,0,0,0.4583333333333333,0.1339949276747988,True,True,False,False,False,False,1
03/01/2015,1,0.16666666666666666,0.5,0.5236220472440944,1138,0.5,0.76,0,0,0,0.4583333333333333,0.1339949276747988,True,True,False,False,False,False,1
03/01/2015,1,0.6666666666666666,0,0.1993110236220472,610,0.45652173913043476,1.12,0,0,0,0.4166666666666667,0.069850866,True,True,False,False,False,False,1
03/01/2015,1,-0.666666667,0.5,-0.546751969,,-0.543478261,0,0,0,0,-0.541666667,0.045585369,False,True,False,False,False,False,1
03/01/2015,1,-0.666666667,0,0.22687007874015755,944,0.4782608695652174,0.9,0,0,0,0.4375,-0.115483052,True,True,False,False,False,False,1
03/01/2015,1,0.6666666666666666,-0.5,-0.546751969,,-0.543478261,0,0,0,0,-0.541666667,-0.35770185,False,True,False,False,False,False,1
03/01/2015,1,-0.333333333,-0.5,0.4148622047244095,544,1.7826086956521738,0,0,0,0,0.5416666666666666,-0.366096452,True,True,False,False,False,False,1
03/01/2015,1,0.5,-0.5,0.6309055118110235,1072,0.532608696,0.8,0,0,0,0.4895833333333333,-0.366940788,True,True,False,False,False,False,1
03/01/2015,1,0.3333333333333333,0.5,-0.608267717,,-0.543478261,0,0,0,0,-0.541666667,-0.725198044,False,True,False,False,False,False,1
03/01/2015,1,0.16666666666666666,0.5,-0.557086614,,-0.543478261,0,0,0,0,-0.541666667,-0.740306335,False,True,False,False,False,False,1
04/01/2015,1,-0.5,0,-0.546751969,,-0.434782609,0,0,0,0,-0.541666667,1.0905756052920494,False,False,True,False,False,False,1
04/01/2015,1,0.5,0.5,-0.557086614,,-0.543478261,0,0,0,0,-0.541666667,0.7917787268525165,False,False,True,False,False,False,1
04/01/2015,1,-0.833333333,0.5,-0.557086614,,-0.543478261,0,0,0,0,-0.541666667,0.7096729745926318,False,False,True,False,False,False,1
04/01/2015,1,0,0.5,-0.179625984,539,0.5461956521739131,1,0,0,0,-0.0625,0.5320510428192838,True,False,True,False,False,False,1
04/01/2015,1,-0.333333333,0.5,-0.557086614,,0.4782608695652174,0,0,0,0,-0.291666667,0.4418490595596752,False,False,True,False,False,False,1
04/01/2015,1,0.5,0.5,0.5364173228346457,1278,0.5652173913043478,1.2,0,0,0,0.5208333333333334,0.3862862859218225,True,False,True,False,False,False,1
04/01/2015,1,0.16666666666666666,0.5,0.5236220472440944,1227,0.5543478260869565,1.2,0,0,0,0.46875,0.3856208341936102,True,False,True,False,False,False,1
04/01/2015,1,0.3333333333333333,0.5,0.5236220472440944,1039,0.5108695652173914,0.9,0,0,0,0.46875,0.38516418448714196,True,False,True,False,False,False,1
04/01/2015,1,-0.333333333,0.5,0.6309055118110235,878,0.054347826,1,0,0,0,0.4479166666666667,0.1363608637882919,True,False,True,False,False,False,1
04/01/2015,1,-0.833333333,0.5,0.5364173228346457,1033,0.5652173913043478,1.26,0,0,0,0.5208333333333334,0.13496341215822635,True,False,True,False,False,False,1
04/01/2015,1,-0.666666667,0.5,0.6309055118110235,782,0.4891304347826087,1,0,0,0,0.4479166666666667,0.13455927179153393,True,False,True,False,False,False,1
04/01/2015,1,1,0.5,-0.179625984,1216,0.5461956521739131,1,0,0,0,-0.0625,0.13352079319341367,True,False,True,False,False,False,1
04/01/2015,1,-0.666666667,0.5,-0.557086614,,-0.543478261,0,0,0,0,-0.541666667,0.093879808,False,False,True,False,False,False,1
04/01/2015,1,0.6666666666666666,-0.5,-0.557086614,,0.065217391,0,0,0,0,-0.333333333,-0.070543955,False,False,True,False,False,False,1
04/01/2015,1,0.8333333333333334,0,0.1993110236220472,513,0.45652173913043476,0.9,0,0,0,0.4166666666666667,-0.114955773,True,False,True,False,False,False,1
04/01/2015,1,-0.5,0,0.22687007874015755,734,0.4782608695652174,0.9,0,0,0,0.4375,-0.115483052,True,False,True,False,False,False,1
04/01/2015,1,0.6666666666666666,-0.5,0.6309055118110235,1202,0.532608696,0.8,0,0,0,0.4895833333333333,-0.366940788,True,False,True,False,False,False,1
04/01/2015,1,0.3333333333333333,0.5,-0.608267717,,-0.543478261,0,0,0,0,-0.541666667,-0.453248778,False,False,True,False,False,False,1
04/01/2015,1,0.16666666666666666,0.5,-0.608267717,,-0.543478261,0,0,0,0,-0.541666667,-0.528790237,False,False,True,False,False,False,1
04/01/2015,1,-0.166666667,-0.5,1.4965551181102363,884,0.5434782608695652,0.52,0,0,0,0.5,-0.8497378,True,False,True,False,False,False,1
04/01/2015,1,0.8333333333333334,0,-0.546751969,,-0.543478261,0,0,0,0,-0.541666667,-2.138083889,False,False,True,False,False,False,1
05/01/2015,1,-0.833333333,0.5,-0.557086614,,-0.369565217,0,0,0,0,-0.541666667,0.9388848750705331,False,False,False,False,False,False,1
05/01/2015,1,0.8333333333333334,0.5,-0.557086614,,-0.282608696,0,0,0,0,-0.5,0.8311297532243082,False,False,False,False,False,False,1
05/01/2015,1,-0.333333333,0.5,-0.557086614,,-0.02173913,0,0,0,0,-0.375,0.6018136542908508,False,False,False,False,False,False,1
05/01/2015,1,-0.5,0,-0.546751969,,-0.369565217,0,0,0,0,-0.541666667,0.5104258521959762,False,False,False,False,False,False,1
05/01/2015,1,0.5,0.5,0.5364173228346457,1227,0.5652173913043478,1.5,0,0,0,0.5208333333333334,0.3862862859218225,True,False,False,False,False,False,1
05/01/2015,1,0.5,0.5,-0.608267717,,-0.369565217,0,0,0,0,-0.541666667,0.23756487659214903,False,False,False,False,False,False,1
05/01/2015,1,-0.666666667,0.5,-0.557086614,,-0.543478261,0,0,0,0,-0.541666667,0.15545912433226428,False,False,False,False,False,False,1
05/01/2015,1,0.16666666666666666,0.5,0.5236220472440944,1255,0.5108695652173914,1,0,0,0,0.46875,0.13679252166974318,True,False,False,False,False,False,1
05/01/2015,1,0.3333333333333333,0.5,0.5236220472440944,1047,0.5108695652173914,0.76,0,0,0,0.46875,0.13679252166974318,True,False,False,False,False,False,1
05/01/2015,1,-0.833333333,0.5,0.5364173228346457,1138,0.5652173913043478,1.26,0,0,0,0.5208333333333334,0.13496341215822635,True,False,False,False,False,False,1
05/01/2015,1,0.8333333333333334,0.5,0.1993110236220472,678,0.15217391304347827,1,0,0,0,0.4375,0.13462490971659477,True,False,False,False,False,False,1
05/01/2015,1,0,0.5,-0.179625984,712,0.5869565217391305,1,0,0,0,-0.041666667,0.13460014795440525,True,False,False,False,False,False,1
05/01/2015,1,1,0.5,-0.179625984,1037,0.5869565217391305,1,0,0,0,-0.041666667,0.13460014795440525,True,False,False,False,False,False,1
05/01/2015,1,-0.666666667,0.5,0.6309055118110235,757,0.532608696,1,0,0,0,0.4895833333333333,0.13375247146243197,True,False,False,False,False,False,1
05/01/2015,1,-0.333333333,0.5,0.6309055118110235,759,0.532608696,1,0,0,0,0.4895833333333333,0.13375247146243197,True,False,False,False,False,False,1
05/01/2015,1,0.6666666666666666,0,-0.608267717,,-0.543478261,0,0,0,0,-0.541666667,-0.049805266,False,False,False,False,False,False,1
05/01/2015,1,-0.166666667,-1.5,-0.608267717,,-0.543478261,0,0,0,0,-0.541666667,-0.070331707,False,False,False,False,False,False,1
05/01/2015,1,0.6666666666666666,0,0.6309055118110235,1083,0.5543478260869565,0.9,0,0,0,0.5104166666666666,-0.114697988,True,False,False,False,False,False,1
05/01/2015,1,-0.5,0,0.22687007874015755,944,0.4782608695652174,0.9,0,0,0,0.4375,-0.115483052,True,False,False,False,False,False,1
05/01/2015,1,0.16666666666666666,0.5,-0.557086614,,-0.543478261,0,0,0,0,-0.541666667,-0.48346536,False,False,False,False,False,False,1
05/01/2015,1,0.3333333333333333,0.5,-0.608267717,,-0.543478261,0,0,0,0,-0.541666667,-0.543898533,False,False,False,False,False,False,1
05/01/2015,1,-0.166666667,-1.5,0.33070866141732286,666,0.5434782608695652,0.46,0,0,0,0.5,-0.866759688,True,False,False,False,False,False,1
06/01/2015,1,-0.333333333,0.5,-0.557086614,,0.086956522,0,0,0,0,-0.333333333,0.9675042807440285,False,False,False,False,True,False,1
06/01/2015,1,-0.833333333,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.8160372466116773,False,False,False,False,True,False,1
06/01/2015,1,-0.5,0,-0.546751969,,-0.391304348,0,0,0,0,-0.5,0.6293385360608132,False,False,False,False,True,False,1
06/01/2015,1,0.8333333333333334,0.5,-0.546751969,,-0.22826087,0,0,0,0,-0.395833333,0.5769252325117471,False,False,False,False,True,False,1
06/01/2015,1,0.5,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.4241688662756913,False,False,False,False,True,False,1
06/01/2015,1,-0.833333333,0.5,0.5364173228346457,1187,1.2065217391304348,1.5,0,0,0,0.5208333333333334,0.3859502891644679,True,False,False,False,True,False,1
06/01/2015,1,0.5,0.5,0.5364173228346457,1305,1.2065217391304348,1.5,0,0,0,0.5208333333333334,0.3859502891644679,True,False,False,False,True,False,1
06/01/2015,1,0.6666666666666666,0,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.18158368368817834,False,False,False,False,True,False,1
06/01/2015,1,-0.666666667,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.16292328271927786,False,False,False,False,True,False,1
06/01/2015,1,-0.666666667,0.5,0.6309055118110235,716,1.1576086956521738,1,0,0,0,0.4895833333333333,0.1363428988822557,True,False,False,False,True,False,1
06/01/2015,1,-0.333333333,0.5,0.6309055118110235,925,1.1576086956521738,1,0,0,0,0.4895833333333333,0.1363428988822557,True,False,False,False,True,False,1
06/01/2015,1,-0.5,0.5,0.22687007874015755,963,1.076086956521739,1,0,0,0,0.4375,0.13473927594886906,True,False,False,False,True,False,1
06/01/2015,1,1,0.5,-0.179625984,1101,0.24456521739130435,1,0,0,0,-0.052083333,0.1340747944856262,True,False,False,False,True,False,1
06/01/2015,1,0.16666666666666666,0.5,0.5236220472440944,1035,1.125,0.76,0,0,0,0.46875,0.1340135377570262,True,False,False,False,True,False,1
06/01/2015,1,0.3333333333333333,0.5,0.5236220472440944,1083,1.125,0.76,0,0,0,0.46875,0.1340135377570262,True,False,False,False,True,False,1
06/01/2015,1,0,0.5,-0.179625984,910,0.092391304,0.76,0,0,0,-0.052083333,0.13375271152799134,True,False,False,False,True,False,1
06/01/2015,1,0.6666666666666666,0,0.6309055118110235,1209,1.190217391304348,0.9,0,0,0,0.5104166666666666,-0.113970514,True,False,False,False,True,False,1
06/01/2015,1,0.8333333333333334,0,0.1993110236220472,590,1.076086956521739,0.9,0,0,0,0.4375,-0.1164092,True,False,False,False,True,False,1
06/01/2015,1,0.3333333333333333,0.5,-0.608267717,,-0.456521739,0,0,0,0,-0.541666667,-0.461489663,False,False,False,False,True,False,1
06/01/2015,1,-0.166666667,-1,0.33070866141732286,808,1.173913043478261,0.7,0,0,0,0.5,-0.616918734,True,False,False,False,True,False,1
06/01/2015,1,0.16666666666666666,0.5,-0.608267717,,-0.456521739,0,0,0,0,-0.541666667,-0.785631213,False,False,False,False,True,False,1
07/01/2015,1,-0.833333333,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.8906788454859143,False,False,False,False,False,True,1
07/01/2015,1,0.5,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.5361312620863634,False,False,False,False,False,True,1
07/01/2015,1,-0.833333333,0.5,0.5364173228346457,1179,1.2065217391304348,1.5,0,0,0,0.5208333333333334,0.3859502891644679,True,False,False,False,False,True,1
07/01/2015,1,0.5,0.5,0.5364173228346457,1324,1.2065217391304348,1.5,0,0,0,0.5208333333333334,0.3859502891644679,True,False,False,False,False,True,1
07/01/2015,1,0.3333333333333333,0.5,0.5236220472440944,1135,1.125,1.2,0,0,0,0.46875,0.38412206489470224,True,False,False,False,False,True,1
07/01/2015,1,-0.5,0,-0.546751969,,-0.22826087,0,0,0,0,-0.395833333,0.28341073163670266,False,False,False,False,False,True,1
07/01/2015,1,-0.333333333,0.5,-0.557086614,,0.086956522,0,0,0,0,-0.333333333,0.26933960895380954,False,False,False,False,False,True,1
07/01/2015,1,-0.666666667,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.20024407965571317,False,False,False,False,False,True,1
07/01/2015,1,0.6666666666666666,0,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.16292328271927786,False,False,False,False,False,True,1
07/01/2015,1,0.16666666666666666,0.5,-0.608267717,,-0.456521739,0,0,0,0,-0.541666667,0.15657685457321588,False,False,False,False,False,True,1
07/01/2015,1,-0.666666667,0.5,0.6309055118110235,776,1.1576086956521738,1.26,0,0,0,0.4895833333333333,0.1363428988822557,True,False,False,False,False,True,1
07/01/2015,1,-0.333333333,0.5,0.6309055118110235,990,1.1576086956521738,1,0,0,0,0.4895833333333333,0.1363428988822557,True,False,False,False,False,True,1
07/01/2015,1,0,0.5,-0.189468504,986,0.27717391304347827,1,0,0,0,-0.072916667,0.1350890564704318,True,False,False,False,False,True,1
07/01/2015,1,-0.5,0.5,0.22687007874015755,924,1.076086956521739,1,0,0,0,0.4375,0.13473927594886906,True,False,False,False,False,True,1
07/01/2015,1,1,0.5,-0.179625984,1120,0.30978260869565216,1,0,0,0,-0.052083333,0.1346038589678459,True,False,False,False,False,True,1
07/01/2015,1,0.16666666666666666,0.5,0.5236220472440944,1066,1.125,1,0,0,0,0.46875,0.1340135377570262,True,False,False,False,False,True,1
07/01/2015,1,0.6666666666666666,0,0.6309055118110235,1144,1.190217391304348,1.38,0,0,0,0.5104166666666666,0.13336975694692507,True,False,False,False,False,True,1
07/01/2015,1,-0.166666667,-0.5,0.33070866141732286,413,1.0434782608695652,0.8,0,0,0,0.5,-0.364362014,True,False,False,False,False,True,1
07/01/2015,1,0.3333333333333333,0.5,-0.608267717,,-0.456521739,0,0,0,0,-0.541666667,-0.461489663,False,False,False,False,False,True,1
07/01/2015,1,0,0.5,-0.608267717,,-0.391304348,0,0,0,0,-0.5,-0.5342368,False,False,False,False,False,True,1
07/01/2015,1,0.8333333333333334,0.5,0.8154527559055118,568,1.076086956521739,0.8,0,0,0,0.4375,-1.806560844,True,False,False,False,False,True,1
07/01/2015,1,-0.166666667,-0.5,-0.546751969,,-0.456521739,0,0,0,0,-0.541666667,-2.216703845,False,False,False,False,False,True,1
08/01/2015,2,-0.833333333,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.8720184445170132,False,False,False,True,False,False,1
08/01/2015,2,-0.333333333,0.5,-0.557086614,,1.565217391304348,0,0,0,0,-0.291666667,0.7330605515060108,False,False,False,True,False,False,1
08/01/2015,2,0.5,0.5,0.5364173228346457,1216,1.2065217391304348,1.76,0,0,0,0.5208333333333334,0.6345852138760579,True,False,False,True,False,False,1
08/01/2015,2,0.5,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.5921124599916993,False,False,False,True,False,False,1
08/01/2015,2,-0.833333333,0.5,0.5364173228346457,1189,1.2065217391304348,1.5,0,0,0,0.5208333333333334,0.3859502891644679,True,False,False,True,False,False,1
08/01/2015,2,-0.333333333,0.5,0.6309055118110235,942,1.190217391304348,1.5,0,0,0,0.5104166666666666,0.38434738642775995,True,False,False,True,False,False,1
08/01/2015,2,0.16666666666666666,0.5,0.5236220472440944,1050,1.125,1.2,0,0,0,0.46875,0.38412206489470224,True,False,False,True,False,False,1
08/01/2015,2,0.3333333333333333,0.5,0.5236220472440944,1026,1.125,1.2,0,0,0,0.46875,0.38412206489470224,True,False,False,True,False,False,1
08/01/2015,2,-0.666666667,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.31220647546638536,False,False,False,True,False,False,1
08/01/2015,2,-0.166666667,-0.5,-0.546751969,,-0.02173913,0,0,0,0,-0.541666667,0.24016975795920115,False,False,False,True,False,False,1
08/01/2015,2,-0.666666667,0.5,0.6309055118110235,783,1.1032608695652173,1.26,0,0,0,0.5104166666666666,0.13585666609694488,True,False,False,True,False,False,1
08/01/2015,2,-0.5,0.5,0.22687007874015755,857,1.076086956521739,1,0,0,0,0.4375,0.13473927594886906,True,False,False,True,False,False,1
08/01/2015,2,1,0.5,-0.179625984,548,2.0217391304347827,1.26,0,0,0,-0.052083333,0.13390561828529757,True,False,False,True,False,False,1
08/01/2015,2,0,0.5,-0.189468504,411,1.934782608695652,1,0,0,0,-0.072916667,0.13349445099962381,True,False,False,True,False,False,1
08/01/2015,2,0.6666666666666666,0,0.6309055118110235,1066,1.190217391304348,1.38,0,0,0,0.5104166666666666,0.13336975694692507,True,False,False,True,False,False,1
08/01/2015,2,0.6666666666666666,0,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.032300491,False,False,False,True,False,False,1
08/01/2015,2,0.3333333333333333,0.5,-0.608267717,,-0.456521739,0,0,0,0,-0.541666667,-0.186793436,False,False,False,True,False,False,1
08/01/2015,2,-0.5,0,-0.546751969,,-0.326086957,0,0,0,0,-0.458333333,-0.303618265,False,False,False,True,False,False,1
08/01/2015,2,0.16666666666666666,0.5,-0.608267717,,-0.456521739,0,0,0,0,-0.541666667,-0.461489663,False,False,False,True,False,False,1
08/01/2015,2,0.8333333333333334,0.5,-0.546751969,,-0.554347826,0,0,0,0,-0.604166667,-1.28898837,False,False,False,True,False,False,1
08/01/2015,2,0.8333333333333334,-4,-0.13484252,287,3.9782608695652173,0.76,0,0,0,0.4166666666666667,-2.117487985,True,False,False,True,False,False,1
08/01/2015,2,-0.166666667,-0.5,1.3361220472440944,724,1.141304347826087,0,0,0,0,0.4791666666666667,-2.698876321,True,False,False,True,False,False,1
10/01/2015,2,-0.833333333,0.5,-0.557086614,,-0.326086957,0,0,0,0,-0.541666667,1.058622434200556,False,True,False,False,False,False,1
10/01/2015,2,-0.5,0,-0.546751969,,-0.217391304,0,0,0,0,-0.458333333,0.7852496588293297,False,True,False,False,False,False,1
10/01/2015,2,-0.333333333,0.5,-0.557086614,,0.3695652173913043,0,0,0,0,-0.291666667,0.6914708887850187,False,True,False,False,False,False,1
10/01/2015,2,0.5,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.4241688662756913,False,True,False,False,False,False,1
10/01/2015,2,0.5,0.5,0.5364173228346457,1122,1.2065217391304348,1.5,0,0,0,0.5208333333333334,0.3893102217284519,True,True,False,False,False,False,1
10/01/2015,2,0.16666666666666666,0.5,0.5236220472440944,970,1.125,1.2,0,0,0,0.46875,0.38412206489470224,True,True,False,False,False,False,1
10/01/2015,2,0.3333333333333333,0.5,0.5236220472440944,1158,1.125,1.2,0,0,0,0.46875,0.38412206489470224,True,True,False,False,False,False,1
10/01/2015,2,0.6666666666666666,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.36818767337172115,False,True,False,False,False,False,1
10/01/2015,2,0.8333333333333334,0.5,-0.546751969,,-0.456521739,0,0,0,0,-0.541666667,0.22051476537727693,False,True,False,False,False,False,1
10/01/2015,2,-0.666666667,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.2189044806246142,False,True,False,False,False,False,1
10/01/2015,2,-0.333333333,0.5,0.6309055118110235,660,1.173913043478261,1.26,0,0,0,0.5,0.13851222630388177,True,True,False,False,False,False,1
10/01/2015,2,-0.666666667,0.5,0.6309055118110235,749,1.1576086956521738,1.26,0,0,0,0.4895833333333333,0.1363428988822557,True,True,False,False,False,False,1
10/01/2015,2,1,0.5,-0.179625984,893,0.1358695652173913,1,0,0,0,-0.052083333,0.13510245512947133,True,True,False,False,False,False,1
10/01/2015,2,0,0.5,-0.189468504,887,0.27717391304347827,1,0,0,0,-0.072916667,0.1350890564704318,True,True,False,False,False,False,1
10/01/2015,2,-0.833333333,0.5,0.5364173228346457,1335,1.2065217391304348,1.26,0,0,0,0.5208333333333334,0.133955432,True,True,False,False,False,False,1
10/01/2015,2,0.6666666666666666,0.5,0.6309055118110235,1082,1.190217391304348,1.26,0,0,0,0.5104166666666666,0.13336975694692507,True,True,False,False,False,False,1
10/01/2015,2,-0.5,0,0.22687007874015755,1075,0.5652173913043478,0.9,0,0,0,0.4583333333333333,-0.116206645,True,True,False,False,False,False,1
10/01/2015,2,0.8333333333333334,-2.5,-0.13484252,749,1.0108695652173914,0.76,0,0,0,0.3958333333333333,-0.500576953,True,True,False,False,False,False,1
10/01/2015,2,0.16666666666666666,0.5,-0.608267717,,-0.456521739,0,0,0,0,-0.541666667,-0.516428907,False,True,False,False,False,False,1
10/01/2015,2,0.3333333333333333,0.5,-0.608267717,,-0.456521739,0,0,0,0,-0.541666667,-0.722451079,False,True,False,False,False,False,1
10/01/2015,2,-0.166666667,-2.5,0.27214566929133854,966,0.6739130434782609,0,0,0,0,0.4583333333333333,-1.927153886,True,True,False,False,False,False,1
10/01/2015,2,-0.166666667,-2.5,-0.546751969,,-0.456521739,0,0,0,0,-0.541666667,-2.177393864,False,True,False,False,False,False,1
11/01/2015,2,-0.5,0,-0.546751969,,-0.456521739,0,0,0,0,-0.541666667,0.8101644328049546,False,False,True,False,False,False,1
11/01/2015,2,-0.333333333,0.5,-0.557086614,,-0.065217391,0,0,0,0,-0.291666667,0.7617610593276919,False,False,True,False,False,False,1
11/01/2015,2,0.5,0.5,0.5364173228346457,1095,1.2065217391304348,1.76,0,0,0,0.5208333333333334,0.6345852138760579,True,False,True,False,False,False,1
11/01/2015,2,-0.833333333,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.4988104651499281,False,False,True,False,False,False,1
11/01/2015,2,0.5,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.4241688662756913,False,False,True,False,False,False,1
11/01/2015,2,-0.833333333,0.5,0.5364173228346457,1383,1.2065217391304348,1.5,0,0,0,0.5208333333333334,0.3859502891644679,True,False,True,False,False,False,1
11/01/2015,2,0.16666666666666666,0.5,0.5236220472440944,1012,1.125,0.9,0,0,0,0.46875,0.38412206489470224,True,False,True,False,False,False,1
11/01/2015,2,0.3333333333333333,0.5,0.5236220472440944,1209,1.125,1.2,0,0,0,0.46875,0.38412206489470224,True,False,True,False,False,False,1
11/01/2015,2,0.6666666666666666,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.27488567852995005,False,False,True,False,False,False,1
11/01/2015,2,-0.666666667,0.5,-0.557086614,,-0.456521739,0,0,0,0,-0.541666667,0.23756487659214903,False,False,True,False,False,False,1
11/01/2015,2,0,0.5,-0.189468504,887,0.27717391304347827,1,0,0,0,-0.072916667,0.1350890564704318,True,False,True,False,False,False,1
11/01/2015,2,1,0.5,-0.179625984,896,0.30978260869565216,1,0,0,0,-0.052083333,0.1346038589678459,True,False,True,False,False,False,1
11/01/2015,2,-0.666666667,0.5,0.6309055118110235,805,1.190217391304348,1.26,0,0,0,0.5104166666666666,0.13336975694692507,True,False,True,False,False,False,1
11/01/2015,2,0.6666666666666666,0.5,0.6309055118110235,762,1.190217391304348,0.76,0,0,0,0.5104166666666666,0.13336975694692507,True,False,True,False,False,False,1
